Expofresh (Hortifruit/South American Trendy) --> geh򲴠jetzt zu Euroberries;Avenida Sucre 2477;1643 Beuar;Argentinien;72847;x;x;RGT;LEH Spezifikationen offen + kein GRASP;;;;;;;verschiedene Erzeuger (siehe V:\4_Qualit嵳management\010 Zertifikate\Zertifikate - Erzeuger);;;x;29.05.2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Exportadora Cerro Blanco;Holanda 099;Santiago;Chile;70816;x;x;RGT/LC;;;;;;;;4050373880484;1;02.10.2018;;;GRASP ?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Extraberries de Concordia;RUTA PROVINCIAL 22 KM 5,5;ESTACIԎ YUQUER͠- CONCORDIA;Argentinien;72862;x;x;RGT;nicht an ALDI und EDEKA ;;;;;;;4049928826459;1;31.10.2017;;;GRASP;Tesco, BRC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Extraberries SA;Reconquista 1166 Piso 8;C1003ABX Buenos Aires;Argentinien;82610;;x;RGT;keine REWE Eigenmarken;;;;;;;4049928826459;1;31.10.2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Extra Fungi;Kliment Ohridski 20;2306 Kocani;Mazedonien;72864;;x;MT;kein GRASP;;;;;;;4056186712264;1;07.07.2018;;;;HACCP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Faby Fruchtgroࠨandel GmbH;Sandh򲮠1;21720 Steinkirchen;Deutschland;17527;x;x;AF;75 % der Erzeuger bereits mit Sozialmodul zertifiziert. Rest folgt;"IFS Logistics
COID: 1865";09.08.2018;x;22.01.2018;;;;;;x;31.12.2017;;BRC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;"IFS Cash and Carry
COID: 1865";17.07.2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Forsthof Gruࠥndorf;Lindenstraࠥ 36;38524 Sassenburg;Deutschland;74461;;x;AF;nur EDEKA und REWE Produktspezifikationen best嵩gt;;;x;13.06.2018;x;13.06.2018;4049929938854;3;13.06.2018;;;FIAS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fossa Eugenia;Beckersweg 25;5915 Venlo;Niederlande;73637;;x;MS;;"IFS Broker
COID: 30396";08.02.2018;;;;;;;;x;31.12.2017;;ISO 9001, RIK;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fragaria d.o.o.;V Ravnice 2;HR-10000 Zagreb;Kroatien;73609;x;x;MT;kein GRASP;;;;;;;"4050373942229
4049928144393";"1
2";"15.11.2017
19.02.2018";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Franken Obst GmbH;Forchheimer Str. 4a;91338 Igensdorf;Deutschland;73590;x;x;MS;"kein GRASP
KEIN QS";;;;;;;4049928430564;2;18.01.2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fres Citrus;C/Francisco Garfia,14;E-21800 Moguer (Huelva);Spanien;73604;x;x;CD;;;;;;;;4050373066208;1;31.01.2018;;;GRASP;SEDEX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fres Garrido, S.L.;C/. Moguer, 3;E-21810 Palos de la Frontera;Spanien;73534;x;x;CD;;;;;;;;4050373022976;1;08.06.2018;;;GRASP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fres Perez, S.C.A;C/. Garcia Sarmiento, 2;21810 Palos de la Frontera (Huelva);Spanien;73618;x;x;CD;;;;;;;;4050373032692;1;27.04.2018;;;GRASP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Freshroyal;Finca la Jarilla Apt. 47;41300 San Jose de la Rinconda;Spanien;73607;;x;RGT;;"IFS Food
COID: 14600";14.03.2018;;;;;4049929028654;1;25.03.2018;;;GRASP;BSCI, BRC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fresh World International;Swierkowa 3a;5850 Ozarow Mazowiecki;Polen;73631;;x;MT;kein GRASP;;;;;;;verschiedene Erzeuger (siehe V:\4_Qualit嵳management\010 Zertifikate\Zertifikate - Erzeuger);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fresabor;Polg. Ind.Corchito Parc 3a7;21830 Bonares;Spanien;73540;;x;CD;"LEH Spezifikationen fehlen
kein QS --> keine Eigenmarke REWE";;;;;;;4056186250261;2;14.05.2018;;;GRASP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fresal;Lieu-dit Schafbusch 116;67160 Wissembourg;Frankreich;17561;;x;RGT;GRASP ab 11/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Freson de Palos;CAMINO DE LA COCOLA;21810 PALOS DE LA FRONTERA;Spanien;71580;;x;CD;;"IFS Food
COID: 39832";05.06.2018;;;;;4049929046122;2;29.03.2018;;;GRASP;ISO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fresouer;135 Lot Al Magrib Al Jadid;92000 Larache ;Marokko;73558;;x;RGT;f𲠓EDEX angemeldet;;;;;;;verschiedene Erzeuger (siehe V:\4_Qualit嵳management\010 Zertifikate\Zertifikate - Erzeuger);;;x;28.06.2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fruchthansa K򬮻Urfelder Straࠥ 65;50389 Wesseling;Deutschland;73513;;x;AF;"nur ALDI, GRASP in Arbeit
Negativliste nicht best嵩gt";"IFS Wholesale
COID: 1210";29.05.2018;x;01.03.2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fruchthof Hochg𲴥l GmbH;Drachenburger Str. 5;53179 Bonn;Deutschland;73509;x;x;MT;kein GRASP;"IFS Food
COID: 31881";19.08.2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fruchthof Meiࠥn;Priestewitzer Straࠥ 20;01561 Priestewitz OT Stauda;Deutschland;78438;;x;AF;nur ALDI Anforderungen erf𬬴;"IFS Cash&Carry/Wholesale
COID: 645";aktuell nicht zertifiziert;;;;;;;;x;30.11.2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fruitconneqt;Beemdstraat 12;4158 EM Deil;Niederlande;73536;;x;YM;LEH Spezifikationen und Sozialstandards nur auf Anfrage!;"IFS Broker
COID: 42632";04.05.2018;;;;;4050373171254;1;30.09.2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fruit Garden (ehemals Fructis Spolka);Romanowo 3;62610 Sompolno;Polen;73622;;x;MT;kein GRASP;;;;;;;4052852632409;2;28.11.2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fruit de Monde GmbH;Friedhofstr. 86;45478 M𬨥im an der Ruhr;Deutschland;73600;x;x;AF;ALDI und Sozialstandards nur auf Anfrage;"IFS Broker
COID: 27961";24.09.2018;x;22.07.2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fruit Market International;Handelsweg 20;2988 Riddekerk;Niederlande;73614;;x;AF;"LEH Spezifikationen auf Anfrage
bisher kein GRASP";"IFS Broker
COID: 39192";31.08.2018;;;;;4050373724542;1;12.12.2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fruit World Breda BV;Postbus 222;4190 CE Geldermalsen;Niederlande;73502;x;x;AF;GRASP ab 01.01.2017;"IFS Broker
COID: 36466";08.04.2018;;;;;verschiedene Erzeuger (siehe V:\4_Qualit嵳management\010 Zertifikate\Zertifikate - Erzeuger);;;x;31.12.2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fruits Rouges & Co;1 Rue Jean Bodin;FR-02000 Laon;Frankreich;77728;;x;RGT;GRASP bei n夨stem Audit am 26.06.2016;;;;;;;verschiedene Erzeuger (siehe V:\4_Qualit嵳management\010 Zertifikate\Zertifikate - Erzeuger);;;;;GRASP ab n夨stem Audit 26.06.2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fruits Rouges de Perigod;La Chune;24540 Capdrot;Spanien;81919;;x;RGT;nicht an ALDI und EDEKA ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fruitpartners Blom BV;Hoojweg 16;NL-4158 LE Dejl;Niederlande;70754;x;x;AF;"LEH Spezifikationen erfragen
kein Sozialmodul";;;;;;;4052852173292;1;28.06.2018;;;;Hygienecode;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fruitipereiro;Lugar de Pereiro;4870-126 Ribeira de Pena;Portugal;;;x;RGT;GRASP in Bearbeitung;;;;;;;4059883105995;1;;;;GRASP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Frutas Curi;San Salvador No 19;21450 Cartaya;Spanien;71812;;x;RGT;kein GRASP!;;;;;;;4052852473514;1;24.04.2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Frutania GmbH;Heinrich-Lanz-Str. 3;53501 Grafschaft;Deutschland;37560;x;x;AF;LEH Spezifikationen und Sozialstandards bei Bestellung erfragen!!;"IFS Cash und Carry
COID: 16613";20.03.2018;x;12.02.2019;;;;;;;;;Regionalfenster;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;"IFS Logistic
COID: 26236";10.04.2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fruticola del Sur;Paz Soldan no 225 OF 203;615-4200 Lima;Peru;70149;;x;RGT;;;;;;;;4052852223676;1;18.09.2018;;;GRASP;SEDEX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Frutucuman;Maip򠵰 7 C - S.M. de Tucum⮻C.P. 4000 Tucum⮻Argentinien;73528;;x;RGT;;;;;;;;"4050373204525
4050373204549";"1
1";"16.09.2017
20.09.2017";;;GRASP je nach Lieferant;SEDEX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fruvital Fruchthandelsges.mbH;Hanns-Martin-Scheyer Str.35;D-47877 Willich;Deutschland;73626;x;x;MS;Aldi Spezifikationen auf Anfrage;"IFS Broker
COID: 28279";21.06.2018;x;29.05.2019;;;;;;x;18.02.2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gamorel S.A.;Ex Ruta 3 km 504;Salto;Uruguay;74225;x;x;RGT;;;;;;;;4049929275119;1;15.11.2017;;;GRASP ;BRC, Tesco;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Garrido y Garcia;C/Francisco Garfias, 14;21800 Moguer ( Huelva);Spanien;74470;;x;CD;;;;;;;;4050373066208;1;31.01.2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gemex;Kaarbaan 3;3600 Genk;Belgien;74229;;x;MS;nur Foodservice;;;x;folgt;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gerd Fuchs;Kasselberger Weg 157;50769 K򬮻Deutschland;73588;;x;AF;;;;x;25.04.2018;x;25.04.2018;4050373087807;3;25.04.2018;;;FIAS;Regionalfenster;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gramm Agropecuaria;Av. Del Libertador 6343 Piso 3 Dpto;Ciudad Aut󮯭a de Buenos Aires;Argentinien;74471;;x;RGT;;;;;;;;4050373262075;1;11.11.2017;;;GRASP;M&S, HACCP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Green Valley;9 Dr. Hassan Mahmoud st.;Heliopolis - Cairo;ŧypten;74780;x;x;AF;"Seite 5 fehlt
kein  GRASP";;;;;;;4050373954611;1;28.11.2017;x;??;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Green Gem𳥭anufaktur;Auf der H򨥠10;47059 Duisburg;Deutschland;74226;;x;AF;nicht an LEH;;;;;;;;;;x;??;;ISO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Groselhymirtilo;Rua Araujo Caranda 168;4715-005 Braga;Portugal;74795;;x;MT;"LEH Spezifikationen fehlen
kein GRASP!";;;;;;;4056186679444;1;06.07.2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gr𮺥ug und Mehr;LaxenburgerStrasse 365;1230 Wien;׳terreich;74477;;x;AF;"GRASP ab 2018
LEH Spezifikationen nur nach Absprache";"IFS Broker
COID: 54493";15.12.2017;;;;;verschiedene Erzeuger (siehe V:\4_Qualit嵳management\010 Zertifikate\Zertifikate - Erzeuger);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Grufesa;Cuesta de la Pila S/N;E- 21800 Moguer (Huelva);Spanien;74219;x;x;CD;kein QS;"IFS Food
COID: 13223";18.04.2018;;;;;4050373066123;2;01.03.2018;;;GRASP;BRC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Grupo Heres;5 Rue de Silly;92100 Boulogne Billancourt;Frankreich;74958;x;x;RGT;kein GRASP;;;;;;;verschiedene Erzeuger (siehe V:\4_Qualit嵳management\010 Zertifikate\Zertifikate - Erzeuger);;;x;??;;bei ALDI Nord gesperrt!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gut B򣫥nhoff GmbH;Am Bakenhof 1;46348 Raesfeld/Erle;Deutschland;70787;x;x;AF;nur REWE Spezifikationen best嵩gt;;;x;23.03.2018;x;23.03.2018;4049929717480;3;23.03.2018;;;FIAS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Haluco (Delicious);Klappolder 224;2665 Bleiswijk;Niederlande;74973;;x;MS;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Heinrich Kappenberg;S𤫡mpen 1;29664 Walsrode;Deutschland;77046;x;x;AF;LEH Spezifikationen fehlen;;;x;21.10.2017;x;21.10.2017;4049928838445;3;21.10.2017;;;FIAS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hendrik von der Stein;Adelkampstraࠥ 68;45147 Essen;Deutschland;84024;;x;MS;keine LEH Lieferung!;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Henschke;Deutschherrenstraࠥ 161;53179 Bonn;Deutschland;74953;;x;AF;;;;x;11.06.2018;x;11.06.2018;4049929484894;3;11.06.2018;;;FIAS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Herbsleben AG;D򬬳t奴er Str. 1;99955 Herbsleben;Deutschland;70124;;x;AF;;"IFS Food
COID: 2093";29.01.2018;x;15.06.2018;;;4049929141841;1;11.06.2018;;;GRASP, FIAS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hesse;L𴺯wstr. 26;45141 Essen;Deutschland;20527;;gesperrt;AF;;;;;;;;GGN auf Anfrage;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hoffheinz;Straࠥ der Freundschaft 56;39307 Genthin;Deutschland;74977;;x;MS;Sozialmodul am 09.06.2016 Zertifizierung;;;x;aktuell keine sichtbare Zertifizierung in Datenbank;x;aktuell keine sichtbare Zertifizierung in Datenbank;4056186677853;3;aktuell keine sichtbare Zertifizierung in Datenbank;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hollyberry;Graaf Engelbertian 75;4837 DS Breda;Niederlande;74978;;gesperrt;RGT;;;;;;;;GGN auf Anfrage;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hortovilla;Paraje Los Lanos Sin;18369 Villanueva Mesia;Spanien;74972;;x;RGT;;;;;;;;4049928998774;1;09.05.2018;;;GRASP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ideal Fruits;Espana No 4;47008 Valladolid;Spanien;75625;;x;RGT;;;;;;;;"4056186286109 (Port.)
4049929170865 (Span.)";"1
1";"22.02.2017
29.07.2017";;;Aktuell im Zertifizierungsprozess f𲠇RASP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ines Bras de Sousa, Unipessoal;Rua da Cruz 100;4475-697 S. Pedro de aviosomnia;Portugal;;;x;RGT;GRASP beantragt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ingo Helfrich  (Margaretenhof);Hinterweg 160   Margaretenhof;64331 Weiterstadt;Deutschland;74939;;x;AF/MS;"nur an ALDI und Metro
KEIN QS";"IFS Food
COID: 4242";07.06.2018;;;;;4050373038632;1;aktuell keine sichtbare Zertifizierung in Datenbank;;;GRASP;Gutes aus Hessen, Regionalfenster;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Inter-Fruit;Schl𳳥lhofgasse 54/1;A-4400 Steyr;׳terreich;75624;x;x;MT;kein Sozialmodul!!;"IFS Broker
COID: ??";in Bearbeitung;;;;;4050373842444;2;05.07.2018;x;31.12.2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jaguar The Fresh Company;Handelszentrum ZHZ 50;2991 Barendrecht;Niederlande;76312;;x;MS;LEH Spezifikationen auf Anfrage;"IFS Broker
COID: 3863";14.05.2018;;;;;verschiedene Erzeuger (siehe V:\4_Qualit嵳management\010 Zertifikate\Zertifikate - Erzeuger);;;;;;Fairtrade, ISO 4001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jo䯠Manuel de Oliveira Paiva;Rua Pinho Leal, nڠ1425;4525-455 Vale;Portugal;88913;;x;RGT;;;;;;;;4056186675750;1;20.06.2018;;;GRASP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jos顎uno Teixeira Fernandes;Rua do pereiro, nڠ14;4870-126 , - Ribeira de Pena;Portugal;88915;;x;RGT;;;;;;;;4056186268389;1;05.06.2018;;;GRASP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kallen;Feldstraࠥ-Forsterhof;41541 Dormagen;Deutschland;77049;x;x;AF;nicht an ALDI, REWE, EDEKA;;;x;06.04.2018;x;06.04.2018;4049929028838;3;06.04.2018;;;FIAS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karl-Josef Kury;Langgasse 14;79183 Waldkirch-Buchholz;Deutschland;77013;;x;AF;nur an EDEKA und REWE;;;x;21.10.2017;x;21.10.2017;4049929515536;3;21.10.2017;;;FIAS angemeldet;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keuthmann GmbH & Co.KG;Beusselstr. 44 n-q;10553 Berlin;Deutschland;77032;x;x;MS;"nur an EDEKA
Negativliste nicht best嵩gt
keine REWE Eigemarken";"IFS Cash and Carry
COID: 15341";08.11.2017;x;24.10.2017;;;verschiedene Erzeuger (siehe V:\4_Qualit嵳management\010 Zertifikate\Zertifikate - Erzeuger);;;x;31.07.2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kohl Fruit Trading B.V.;Klappolder 110;2665 LP Bleiswijk;Niederlande;77033;x;x;AF;"kein g𬴩ges QM System (kein IFS o.䩊kein GRASP";;;;;;;;;;x;31.12.2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KOS Berry;Poznanska 57;88-230 Piotrkow Kujawski;Polen;77055;;x;MT;"kein GRASP
nicht an ALDI ";;;;;;;4052852955485;1;08.09.2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kronprinz Fruchthandels GmbH;Wolfgruben 5;A-8211 Ilztal;׳terreich;77035;x;x;MT;GRASP ab 30.09.2016;"IFS Food
COID: 32536";02.09.2018;;;;;verschiedene Erzeuger;;;x;31.12.2017;;AMA G𴥳iegel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K𨬩ng Fruchthandel KG;Nordallee 11;49685 Emstek;Deutschland;77024;x;x;AF;;"IFS Cash and Carry
COID: 51443";14.06.2018;x;24.04.2018;;;verschiedene Erzeuger (siehe V:\4_Qualit嵳management\010 Zertifikate\Zertifikate - Erzeuger);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Landgard;Am Yachthafen 2;77694 Kehl;Deutschland;26531;;x;AF;LEH Spezifikationen und GRASP nach Absprache;"IFS Broker
COID: 28285";27.05.2018;x;??;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
